"year","state","state_po","county_name","county_fips","office","candidate","party","candidatevotes","totalvotes","version","mode","percent_vote"
2004,"MONTANA","MT","FLATHEAD",30029,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",26019,38678,20191203,"TOTAL",67.2707999379492
2004,"MONTANA","MT","YELLOWSTONE",30111,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",40903,66286,20191203,"TOTAL",61.7068460911806
2004,"NEBRASKA","NE","COLFAX",31037,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",2589,3633,20191203,"TOTAL",71.2634186622626
2004,"NEBRASKA","NE","OTOE",31131,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",5018,7386,20191203,"TOTAL",67.9393447062009
2004,"NEBRASKA","NE","PLATTE",31141,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",11130,13987,20191203,"TOTAL",79.5738900407521
2004,"NEBRASKA","NE","SARPY",31153,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",40163,58334,20191203,"TOTAL",68.850070284911
2004,"NEBRASKA","NE","SCOTTS BLUFF",31157,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",10378,14390,20191203,"TOTAL",72.1195274496178
2004,"NEBRASKA","NE","YORK",31185,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",5393,6797,20191203,"TOTAL",79.3438281594821
2004,"NEVADA","NV","ELKO",32007,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",11938,15309,20191203,"TOTAL",77.9802730420014
2004,"NEVADA","NV","CARSON CITY",32510,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",13171,23106,20191203,"TOTAL",57.0025101705185
2004,"NEW HAMPSHIRE","NH","BELKNAP",33001,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",17920,32298,20191203,"TOTAL",55.4833116601647
2004,"NEW JERSEY","NJ","HUNTERDON",34019,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",39888,66680,20191203,"TOTAL",59.8200359928014
2004,"NEW JERSEY","NJ","MONMOUTH",34025,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",163650,299939,20191203,"TOTAL",54.5610940891315
2004,"NEW JERSEY","NJ","SUSSEX",34037,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",44506,69396,20191203,"TOTAL",64.1333794455012
2004,"NEW MEXICO","NM","CURRY",35009,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",10649,14286,20191203,"TOTAL",74.5415091698166
2004,"NEW MEXICO","NM","LEA",35025,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",14430,18181,20191203,"TOTAL",79.3685715857214
2004,"NEW MEXICO","NM","LUNA",35029,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",4164,7593,20191203,"TOTAL",54.83998419597
2004,"NEW MEXICO","NM","OTERO",35035,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",14066,20764,20191203,"TOTAL",67.7422461953381
2004,"NEW MEXICO","NM","VALENCIA",35061,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",14474,26012,20191203,"TOTAL",55.6435491311702
2004,"NEW YORK","NY","ONTARIO",36069,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",26611,50102,20191203,"TOTAL",53.1136481577582
2004,"NORTH DAKOTA","ND","BURLEIGH",38015,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",26577,38814,20191203,"TOTAL",68.4727160302983
2004,"NORTH DAKOTA","ND","GRAND FORKS",38035,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",17298,30470,20191203,"TOTAL",56.7705940269117
2004,"OHIO","OH","CLERMONT",39025,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",62946,89042,20191203,"TOTAL",70.6924821994115
2004,"OHIO","OH","TRUMBULL",39155,"PRESIDENT","JOHN KERRY","DEMOCRAT",66673,108144,20191203,"TOTAL",61.6520565172363
2004,"OREGON","OR","DESCHUTES",41017,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",41757,74048,20191203,"TOTAL",56.3917999135696
2004,"OREGON","OR","JOSEPHINE",41033,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",26241,42275,20191203,"TOTAL",62.0721466587818
2004,"OREGON","OR","KLAMATH",41035,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",22733,31515,20191203,"TOTAL",72.1339044899254
2004,"OREGON","OR","MALHEUR",41045,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",8123,10846,20191203,"TOTAL",74.8939701272358
2004,"OREGON","OR","UMATILLA",41059,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",17068,26322,20191203,"TOTAL",64.8430970291011
2004,"OREGON","OR","YAMHILL",41071,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",23839,42142,20191203,"TOTAL",56.568269185136
2004,"PENNSYLVANIA","PA","LEBANON",42075,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",37089,55665,20191203,"TOTAL",66.6289409862571
2004,"PENNSYLVANIA","PA","MONTOUR",42093,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",4903,7624,20191203,"TOTAL",64.310073452256
2004,"SOUTH CAROLINA","SC","AIKEN",45003,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",39077,59492,20191203,"TOTAL",65.6844617763733
2004,"SOUTH CAROLINA","SC","DARLINGTON",45031,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",13416,25454,20191203,"TOTAL",52.7068437180797
2004,"SOUTH CAROLINA","SC","DORCHESTER",45035,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",26006,41317,20191203,"TOTAL",62.9426144202144
2004,"SOUTH CAROLINA","SC","KERSHAW",45055,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",14160,22915,20191203,"TOTAL",61.7935849879991
2004,"SOUTH CAROLINA","SC","LEXINGTON",45063,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",67132,93432,20191203,"TOTAL",71.8511858892028
2004,"SOUTH CAROLINA","SC","NEWBERRY",45071,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",7654,12409,20191203,"TOTAL",61.681037956322
2004,"SOUTH CAROLINA","SC","SPARTANBURG",45083,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",62004,96758,20191203,"TOTAL",64.0815229748445
2004,"TEXAS","TX","ANDREWS",48003,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",3837,4536,20191203,"TOTAL",84.5899470899471
2004,"TEXAS","TX","BAILEY",48017,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",1882,2412,20191203,"TOTAL",78.0265339966832
2004,"TEXAS","TX","BRAZORIA",48039,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",63662,93248,20191203,"TOTAL",68.2717055593686
2004,"TEXAS","TX","BREWSTER",48043,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",1980,3760,20191203,"TOTAL",52.6595744680851
2004,"TEXAS","TX","COMAL",48091,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",31574,41043,20191203,"TOTAL",76.9290743854007
2004,"TEXAS","TX","CORYELL",48099,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",12421,17625,20191203,"TOTAL",70.4737588652482
2004,"TEXAS","TX","CRANE",48103,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",1314,1574,20191203,"TOTAL",83.4815756035578
2004,"TEXAS","TX","CROSBY",48107,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",1647,2275,20191203,"TOTAL",72.3956043956044
2004,"TEXAS","TX","DEAF SMITH",48117,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",4139,5291,20191203,"TOTAL",78.2271782271782
2004,"TEXAS","TX","DENTON",48121,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",140891,201410,20191203,"TOTAL",69.9523360309816
2004,"TEXAS","TX","ECTOR",48135,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",27502,36310,20191203,"TOTAL",75.7422197741669
2004,"TEXAS","TX","GREGG",48183,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",29939,42398,20191203,"TOTAL",70.6141799141469
2004,"TEXAS","TX","GUADALUPE",48187,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",28208,38752,20191203,"TOTAL",72.7910817506193
2004,"TEXAS","TX","HALE",48189,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",8025,10154,20191203,"TOTAL",79.0328934410085
2004,"TEXAS","TX","HOCKLEY",48219,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",6160,7577,20191203,"TOTAL",81.298667018609
2004,"TEXAS","TX","KLEBERG",48273,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",5366,9973,20191203,"TOTAL",53.8052742404492
2004,"TEXAS","TX","LUBBOCK",48303,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",70135,93151,20191203,"TOTAL",75.2917306309111
2004,"TEXAS","TX","MCLENNAN",48309,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",52090,79254,20191203,"TOTAL",65.725389254801
2004,"TEXAS","TX","MIDLAND",48329,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",36585,44834,20191203,"TOTAL",81.6010170852478
2004,"TEXAS","TX","NUECES",48355,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",59359,104560,20191203,"TOTAL",56.7702754399388
2004,"TEXAS","TX","OCHILTREE",48357,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",2922,3177,20191203,"TOTAL",91.9735599622285
2004,"TEXAS","TX","PARMER",48369,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",2375,2773,20191203,"TOTAL",85.6473133790119
2004,"TEXAS","TX","PECOS",48371,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",3167,4428,20191203,"TOTAL",71.5221318879856
2004,"TEXAS","TX","ROCKWALL",48397,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",20120,25581,20191203,"TOTAL",78.6521246237442
2004,"TEXAS","TX","SUTTON",48435,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",1173,1453,20191203,"TOTAL",80.7295251204405
2004,"TEXAS","TX","TARRANT",48439,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",349462,560141,20191203,"TOTAL",62.3882201088654
2004,"TEXAS","TX","TAYLOR",48441,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",37197,48099,20191203,"TOTAL",77.3342481132664
2004,"TEXAS","TX","TERRY",48445,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",3166,3970,20191203,"TOTAL",79.7481108312343
2004,"TEXAS","TX","TOM GREEN",48451,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",28185,37417,20191203,"TOTAL",75.3267231472325
2004,"TEXAS","TX","UVALDE",48463,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",5148,8483,20191203,"TOTAL",60.6860780384298
2004,"TEXAS","TX","VAL VERDE",48465,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",6968,11795,20191203,"TOTAL",59.0758796100042
2004,"TEXAS","TX","VICTORIA",48469,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",20875,29602,20191203,"TOTAL",70.5188838591987
2004,"TEXAS","TX","YOAKUM",48501,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",2228,2613,20191203,"TOTAL",85.2659778032912
2004,"UTAH","UT","SALT LAKE",49035,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",215728,362138,20191203,"TOTAL",59.5706609082725
2004,"VIRGINIA","VA","ACCOMACK",51001,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",7726,13356,20191203,"TOTAL",57.8466606768494
2004,"VIRGINIA","VA","AUGUSTA",51015,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",22100,29704,20191203,"TOTAL",74.4007541071909
2004,"VIRGINIA","VA","CULPEPER",51047,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",10026,15605,20191203,"TOTAL",64.2486382569689
2004,"VIRGINIA","VA","DINWIDDIE",51053,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",6193,10839,20191203,"TOTAL",57.1362671833195
2004,"VIRGINIA","VA","FAUQUIER",51061,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",19011,29915,20191203,"TOTAL",63.5500584990807
2004,"VIRGINIA","VA","FLUVANNA",51065,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",6458,10957,20191203,"TOTAL",58.9394907365155
2004,"VIRGINIA","VA","FREDERICK",51069,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",19386,28540,20191203,"TOTAL",67.9257182901191
2004,"VIRGINIA","VA","GLOUCESTER",51073,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",11084,16333,20191203,"TOTAL",67.862609441009
2004,"VIRGINIA","VA","GOOCHLAND",51075,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",6668,10338,20191203,"TOTAL",64.4999032694912
2004,"VIRGINIA","VA","HANOVER",51085,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",35404,49611,20191203,"TOTAL",71.3632057406624
2004,"VIRGINIA","VA","ISLE OF WIGHT",51093,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",9929,15871,20191203,"TOTAL",62.5606452019406
2004,"VIRGINIA","VA","JAMES CITY",51095,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",18949,31090,20191203,"TOTAL",60.9488581537472
2004,"VIRGINIA","VA","KING GEORGE",51099,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",5124,7921,20191203,"TOTAL",64.6888019189496
2004,"VIRGINIA","VA","MATHEWS",51115,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",3497,5129,20191203,"TOTAL",68.1809319555469
2004,"VIRGINIA","VA","NEW KENT",51127,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",5414,7946,20191203,"TOTAL",68.1349106468663
2004,"VIRGINIA","VA","POWHATAN",51145,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",8955,12163,20191203,"TOTAL",73.6249280605114
2004,"VIRGINIA","VA","PRINCE GEORGE",51149,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",8131,13254,20191203,"TOTAL",61.3475177304965
2004,"VIRGINIA","VA","ROANOKE",51161,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",30596,46973,20191203,"TOTAL",65.1352904860239
2004,"VIRGINIA","VA","SHENANDOAH",51171,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",11820,17146,20191203,"TOTAL",68.937361483728
2004,"VIRGINIA","VA","SPOTSYLVANIA",51177,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",28527,45445,20191203,"TOTAL",62.7725822422709
2004,"VIRGINIA","VA","CHESAPEAKE",51550,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",52283,91541,20191203,"TOTAL",57.1142985110497
2004,"VIRGINIA","VA","COLONIAL HEIGHTS",51570,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",6129,8231,20191203,"TOTAL",74.4623982505163
2004,"VIRGINIA","VA","LYNCHBURG",51680,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",14400,26340,20191203,"TOTAL",54.6697038724374
2004,"VIRGINIA","VA","MANASSAS",51683,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",7257,12903,20191203,"TOTAL",56.2427342478493
2004,"VIRGINIA","VA","POQUOSON",51735,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",5004,6480,20191203,"TOTAL",77.2222222222222
2004,"VIRGINIA","VA","SALEM",51775,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",7115,11484,20191203,"TOTAL",61.9557645419714
2004,"VIRGINIA","VA","STAUNTON",51790,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",5805,9629,20191203,"TOTAL",60.2866341260775
2004,"VIRGINIA","VA","VIRGINIA BEACH",51810,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",103752,175687,20191203,"TOTAL",59.0550239915304
2004,"VIRGINIA","VA","WAYNESBORO",51820,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",5092,7963,20191203,"TOTAL",63.9457490895391
2004,"VIRGINIA","VA","WINCHESTER",51840,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",5283,9343,20191203,"TOTAL",56.5450069570802
2004,"WASHINGTON","WA","CLALLAM",53009,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",18871,36766,20191203,"TOTAL",51.3273132785726
2004,"WASHINGTON","WA","KITTITAS",53037,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",9052,16084,20191203,"TOTAL",56.2795324546133
2004,"WASHINGTON","WA","SPOKANE",53063,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",111606,202587,20191203,"TOTAL",55.0904056035185
2004,"WASHINGTON","WA","WALLA WALLA",53071,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",14323,22925,20191203,"TOTAL",62.4776444929117
2004,"WASHINGTON","WA","YAKIMA",53077,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",43352,72790,20191203,"TOTAL",59.5576315427943
2004,"WISCONSIN","WI","FOND DU LAC",55039,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",33291,53036,20191203,"TOTAL",62.7705709329512
2004,"WISCONSIN","WI","OZAUKEE",55089,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",34904,53032,20191203,"TOTAL",65.8168652888822
2004,"WISCONSIN","WI","WAUKESHA",55133,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",154926,230363,20191203,"TOTAL",67.2529876759723
2004,"WYOMING","WY","LARAMIE",56021,"PRESIDENT","GEORGE W. BUSH","REPUBLICAN",25951,39879,20191203,"TOTAL",65.0743499084731
2008,"ARIZONA","AZ","COCONINO",4005,"PRESIDENT","BARACK OBAMA","DEMOCRAT",31433,54344,20191203,"TOTAL",57.8407919917562
2008,"ARIZONA","AZ","GILA",4007,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",14095,22333,20191203,"TOTAL",63.1128822818251
2008,"ARIZONA","AZ","NAVAJO",4017,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",19761,35800,20191203,"TOTAL",55.1983240223464
2008,"CALIFORNIA","CA","MENDOCINO",6045,"PRESIDENT","BARACK OBAMA","DEMOCRAT",27843,40016,20191203,"TOTAL",69.5796681327469
2008,"COLORADO","CO","CLEAR CREEK",8019,"PRESIDENT","BARACK OBAMA","DEMOCRAT",3332,5767,20191203,"TOTAL",57.7770071094156
2008,"COLORADO","CO","CONEJOS",8021,"PRESIDENT","BARACK OBAMA","DEMOCRAT",2154,3874,20191203,"TOTAL",55.6014455343314
2008,"COLORADO","CO","COSTILLA",8023,"PRESIDENT","BARACK OBAMA","DEMOCRAT",1245,1697,20191203,"TOTAL",73.3647613435474
2008,"COLORADO","CO","GILPIN",8047,"PRESIDENT","BARACK OBAMA","DEMOCRAT",1954,3301,20191203,"TOTAL",59.1941835807331
2008,"COLORADO","CO","HUERFANO",8055,"PRESIDENT","BARACK OBAMA","DEMOCRAT",1989,3643,20191203,"TOTAL",54.5978589074938
2008,"COLORADO","CO","PUEBLO",8101,"PRESIDENT","BARACK OBAMA","DEMOCRAT",41097,72427,20191203,"TOTAL",56.7426512212297
2008,"CONNECTICUT","CT","HARTFORD",9003,"PRESIDENT","BARACK OBAMA","DEMOCRAT",268301,411785,20191203,"TOTAL",65.1556030452785
2008,"CONNECTICUT","CT","NEW HAVEN",9009,"PRESIDENT","BARACK OBAMA","DEMOCRAT",232820,381739,20191203,"TOTAL",60.9893146888319
2008,"CONNECTICUT","CT","NEW LONDON",9011,"PRESIDENT","BARACK OBAMA","DEMOCRAT",74745,124765,20191203,"TOTAL",59.9086282210556
2008,"CONNECTICUT","CT","TOLLAND",9013,"PRESIDENT","BARACK OBAMA","DEMOCRAT",44969,75406,20191203,"TOTAL",59.6358379969764
2008,"DELAWARE","DE","NEW CASTLE",10003,"PRESIDENT","BARACK OBAMA","DEMOCRAT",178768,256417,20191203,"TOTAL",69.717686424847
2008,"DISTRICT OF COLUMBIA","DC","DISTRICT OF COLUMBIA",11001,"PRESIDENT","BARACK OBAMA","DEMOCRAT",245800,265853,20191203,"TOTAL",92.4571097561434
2008,"FLORIDA","FL","HILLSBOROUGH",12057,"PRESIDENT","BARACK OBAMA","DEMOCRAT",272963,513312,20191203,"TOTAL",53.1768203353906
2008,"FLORIDA","FL","PINELLAS",12103,"PRESIDENT","BARACK OBAMA","DEMOCRAT",248299,463282,20191203,"TOTAL",53.5956501655579
2008,"FLORIDA","FL","ST. LUCIE",12111,"PRESIDENT","BARACK OBAMA","DEMOCRAT",67125,120579,20191203,"TOTAL",55.6688975692285
2008,"HAWAII","HI","HAWAII",15001,"PRESIDENT","BARACK OBAMA","DEMOCRAT",50819,66916,20191203,"TOTAL",75.9444676908363
2008,"HAWAII","HI","HONOLULU",15003,"PRESIDENT","BARACK OBAMA","DEMOCRAT",214239,306813,20191203,"TOTAL",69.8272237486677
2008,"HAWAII","HI","KAUAI",15007,"PRESIDENT","BARACK OBAMA","DEMOCRAT",20416,27224,20191203,"TOTAL",74.9926535409932
2008,"HAWAII","HI","MAUI",15009,"PRESIDENT","BARACK OBAMA","DEMOCRAT",39727,51789,20191203,"TOTAL",76.7093398211976
2008,"ILLINOIS","IL","COOK",17031,"PRESIDENT","BARACK OBAMA","DEMOCRAT",1629024,2137466,20191203,"TOTAL",76.2128613975614
2008,"ILLINOIS","IL","PEORIA",17143,"PRESIDENT","BARACK OBAMA","DEMOCRAT",45906,81704,20191203,"TOTAL",56.1857436600411
2008,"ILLINOIS","IL","ROCK ISLAND",17161,"PRESIDENT","BARACK OBAMA","DEMOCRAT",42210,68401,20191203,"TOTAL",61.7096241283022
2008,"ILLINOIS","IL","WHITESIDE",17195,"PRESIDENT","BARACK OBAMA","DEMOCRAT",15607,26906,20191203,"TOTAL",58.0056492975544
2008,"ILLINOIS","IL","WILL",17197,"PRESIDENT","BARACK OBAMA","DEMOCRAT",160406,286420,20191203,"TOTAL",56.0037706864046
2008,"INDIANA","IN","LAPORTE",18091,"PRESIDENT","BARACK OBAMA","DEMOCRAT",28258,46919,20191203,"TOTAL",60.2272000682026
2008,"INDIANA","IN","VIGO",18167,"PRESIDENT","BARACK OBAMA","DEMOCRAT",25040,43706,20191203,"TOTAL",57.2919050016016
2008,"IOWA","IA","BLACK HAWK",19013,"PRESIDENT","BARACK OBAMA","DEMOCRAT",39184,64775,20191203,"TOTAL",60.4924739482825
2008,"IOWA","IA","BREMER",19017,"PRESIDENT","BARACK OBAMA","DEMOCRAT",6940,12871,20191203,"TOTAL",53.9196643617435
2008,"IOWA","IA","CERRO GORDO",19033,"PRESIDENT","BARACK OBAMA","DEMOCRAT",14405,24140,20191203,"TOTAL",59.6727423363712
2008,"IOWA","IA","CHICKASAW",19037,"PRESIDENT","BARACK OBAMA","DEMOCRAT",3923,6583,20191203,"TOTAL",59.59289077928
2008,"IOWA","IA","DES MOINES",19057,"PRESIDENT","BARACK OBAMA","DEMOCRAT",12462,20570,20191203,"TOTAL",60.5833738454059
2008,"IOWA","IA","DUBUQUE",19061,"PRESIDENT","BARACK OBAMA","DEMOCRAT",28611,47953,20191203,"TOTAL",59.6646716576648
2008,"IOWA","IA","MUSCATINE",19139,"PRESIDENT","BARACK OBAMA","DEMOCRAT",10920,19119,20191203,"TOTAL",57.1159579475914
2008,"IOWA","IA","POWESHIEK",19157,"PRESIDENT","BARACK OBAMA","DEMOCRAT",5519,10031,20191203,"TOTAL",55.0194397368159
2008,"IOWA","IA","STORY",19169,"PRESIDENT","BARACK OBAMA","DEMOCRAT",26548,46575,20191203,"TOTAL",57.0005367686527
2008,"IOWA","IA","WINNESHIEK",19191,"PRESIDENT","BARACK OBAMA","DEMOCRAT",6829,11280,20191203,"TOTAL",60.540780141844
2008,"KANSAS","KS","WYANDOTTE",20209,"PRESIDENT","BARACK OBAMA","DEMOCRAT",39865,57169,20191203,"TOTAL",69.7318476796865
2008,"LOUISIANA","LA","ASCENSION",22005,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",31239,46571,20191203,"TOTAL",67.0782246462391
2008,"LOUISIANA","LA","EAST CARROLL",22035,"PRESIDENT","BARACK OBAMA","DEMOCRAT",2267,3559,20191203,"TOTAL",63.6976678842371
2008,"LOUISIANA","LA","LIVINGSTON",22063,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",43269,50892,20191203,"TOTAL",85.0212214100448
2008,"LOUISIANA","LA","ST. BERNARD",22087,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",9642,13540,20191203,"TOTAL",71.2112259970458
2008,"LOUISIANA","LA","ST. CHARLES",22089,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",16457,25397,20191203,"TOTAL",64.79899200693
2008,"LOUISIANA","LA","ST. TAMMANY",22103,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",83047,109503,20191203,"TOTAL",75.8399313260824
2008,"LOUISIANA","LA","WEST BATON ROUGE",22121,"PRESIDENT","JOHN MCCAIN","REPUBLICAN",6654,11866,20191203,"TOTAL",56.076184055284
2008,"MAINE","ME","ANDROSCOGGIN",23001,"PRESIDENT","BARACK OBAMA","DEMOCRAT",31017,54850,20191203,"TOTAL",56.5487693710119
2008,"MAINE","ME","KENNEBEC",23011,"PRESIDENT","BARACK OBAMA","DEMOCRAT",37238,65986,20191203,"TOTAL",56.4331827963507
2008,"MAINE","ME","OXFORD",23017,"PRESIDENT","BARACK OBAMA","DEMOCRAT",17940,31650,20191203,"TOTAL",56.6824644549763
2008,"MAINE","ME","SAGADAHOC",23023,"PRESIDENT","BARACK OBAMA","DEMOCRAT",12152,21301,20191203,"TOTAL",57.0489648373316
2008,"MAINE","ME","WALDO",23027,"PRESIDENT","BARACK OBAMA","DEMOCRAT",11967,21850,20191203,"TOTAL",54.7688787185355
2008,"MICHIGAN","MI","GENESEE",26049,"PRESIDENT","BARACK OBAMA","DEMOCRAT",143927,219896,20191203,"TOTAL",65.4523047258704
2008,"MICHIGAN","MI","GOGEBIC",26053,"PRESIDENT","BARACK OBAMA","DEMOCRAT",4757,8264,20191203,"TOTAL",57.5629235237173
2008,"MICHIGAN","MI","INGHAM",26065,"PRESIDENT","BARACK OBAMA","DEMOCRAT",93994,142729,20191203,"TOTAL",65.8548718200226
2008,"MICHIGAN","MI","ISABELLA",26073,"PRESIDENT","BARACK OBAMA","DEMOCRAT",16679,28350,20191203,"TOTAL",58.8324514991182
2008,"MICHIGAN","MI","KALAMAZOO",26077,"PRESIDENT","BARACK OBAMA","DEMOCRAT",77051,130781,20191203,"TOTAL",58.9160504966318
2008,"MICHIGAN","MI","MUSKEGON",26121,"PRESIDENT","BARACK OBAMA","DEMOCRAT",53821,84271,20191203,"TOTAL",63.8665733170367
2008,"MICHIGAN","MI","OAKLAND",26125,"PRESIDENT","BARACK OBAMA","DEMOCRAT",372566,659068,20191203,"TOTAL",56.5292200501314
2008,"MICHIGAN","MI","SAGINAW",26145,"PRESIDENT","BARACK OBAMA","DEMOCRAT",60276,104090,20191203,"TOTAL",57.9075799788644
2008,"MINNESOTA","MN","BELTRAMI",27007,"PRESIDENT","BARACK OBAMA","DEMOCRAT",12019,22236,20191203,"TOTAL",54.0519877675841
2008,"MINNESOTA","MN","BLUE EARTH",27013,"PRESIDENT","BARACK OBAMA","DEMOCRAT",19325,35070,20191203,"TOTAL",55.1040775591674
2008,"MINNESOTA","MN","FREEBORN",27047,"PRESIDENT","BARACK OBAMA","DEMOCRAT",9915,17280,20191203,"TOTAL",57.3784722222222
